武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,防御力,バフ合計,バフ共通,雷バフ,バフ落下,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
赤角石塵滅砕,華館+剣闘士,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86380,4800.314,3071.504,1.33,1.05,0,0.28,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
赤角石塵滅砕,華館+残響,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86380,4800.314,3071.504,1.33,1.05,0,0.28,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
実りの鈎鉈(5),ファントム4,防御%+防御%+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86367,4902.859,3073.901,1.65,1.05,0,0.6,0.94:1.88,2.00,,0.47:0.66,0,0,1.6
螭龍の剣(完凸),華館+剣闘士,防御%+岩バフ+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86287,4498.565,2847.784,1.83,1.55,0,0.28,0.82:1.64,2.00,,0.43:0.74,0,0,1.6
螭龍の剣(完凸),華館+残響,防御%+岩バフ+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86287,4498.565,2847.784,1.83,1.55,0,0.28,0.82:1.64,2.00,,0.43:0.74,0,0,1.6
赤角石塵滅砕,華館+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86286,5110.311,2605.687,0.83,0.3,0,0.53,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
葦海の標(2),残響4,防御%+岩バフ+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,86260,3348.75,1504.517,1.18,0.9,0,0.28,0.90:1.80,2.00,,0.15:1.30,0,0,1.6
葦海の標(2),残響4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,86260,3348.75,1504.517,1.18,0.9,0,0.28,0.90:1.80,2.00,,0.46:0.68,0,0,1.6
実りの鈎鉈(5),華館4,防御%+岩バフ+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86215,5308.854,2573.727,0.9,0.3,0,0.6,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),華館4,防御%+岩バフ+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86213,5308.854,2573.727,0.9,0.3,0,0.6,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
赤角石塵滅砕,華館4,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),86192,4491.587,2797.447,0.77,0.49,0,0.28,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
末路(R2、30%以下),長き夜の誓い4,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86182,4923.929,2142.267,1.58,0.3,0,1.28,0.84:1.67,2.00,,0.41:0.77,0,0,1.6
末路(R2、30%以下),長き夜の誓い4,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86182,4923.929,2142.267,1.58,0.3,0,1.28,0.84:1.67,2.00,,0.73:0.15,0,0,1.6
赤角石塵滅砕,華館+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),86064,4265.311,2605.687,1.02,0.49,0,0.53,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
裁断,長き夜の誓い4,防御%+岩バフ+防御%,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86050,5444.539,2608.084,1.58,0.3,0,1.28,0.79:1.58,2.00,,0.46:0.68,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+会心率,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86035,3773.32,1728.237,2.43,0.75,0.4,1.28,0.96:1.91,2.00,,0.54:0.53,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86035,3773.32,1728.237,2.03,0.75,0,1.28,0.96:1.91,2.00,,0.54:0.53,0,0,1.6
葦海の標(2),華館+長き夜の誓い,防御%+岩バフ+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85965,4789.985,2847.784,1.58,1.05,0,0.53,0.85:1.69,2.00,,0.40:0.79,0,0,1.6
葦海の標(2),長き夜の誓い4,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,85943,3894.93,1504.517,1.43,0.15,0,1.28,0.90:1.80,2.00,,0.15:1.30,0,0,1.6
葦海の標(2),長き夜の誓い4,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,85943,3894.93,1504.517,1.43,0.15,0,1.28,0.90:1.80,2.00,,0.46:0.68,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85906,3773.32,1728.237,2.43,0.75,0.4,1.28,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85906,3773.32,1728.237,2.03,0.75,0,1.28,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
螭龍の剣(完凸),華館+長き夜の誓い,防御%+岩バフ+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,85886,3070.176,1744.217,1.93,1.4,0,0.53,0.87:1.75,2.00,,0.18:1.25,0,0,1.6
螭龍の剣(完凸),華館+長き夜の誓い,防御%+岩バフ+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,85886,3070.176,1744.217,1.93,1.4,0,0.53,0.87:1.75,2.00,,0.49:0.63,0,0,1.6
実りの鈎鉈(5),長き夜の誓い4,防御%+岩バフ+防御%,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),85870,4504.395,2608.084,2.09,0.49,0,1.6,0.76:1.52,2.00,,0.65:0.30,0,0,1.6
螭龍の剣(完凸),ファントム+華館,防御%+岩バフ+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85815,4807.921,2381.967,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),ファントム+華館,防御%+岩バフ+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85815,4807.921,2381.967,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
赤角石塵滅砕,華館+長き夜の誓い,防御%+岩バフ+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,85812,3366.166,1967.937,1.43,0.9,0,0.53,0.96:1.91,2.00,,0.54:0.53,0,0,1.6
螭龍の剣(完凸),ファントム4,防御%+岩バフ+防御%,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,85753,3336.994,1970.334,1.68,1.4,0,0.28,0.90:1.80,2.00,,0.15:1.30,0,0,1.6
螭龍の剣(完凸),華館4,防御%+防御%+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85695,5583.862,3039.544,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),華館4,防御%+防御%+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85695,5583.862,3039.544,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
赤角石塵滅砕,華館+長き夜の誓い,防御%+岩バフ+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,85684,3366.166,1967.937,1.43,0.9,0,0.53,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
末路(R2、30%以下),長き夜の誓い4,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),85644,4393.729,2142.267,1.77,0.49,0,1.28,0.84:1.67,2.00,,0.41:0.77,0,0,1.6
末路(R2、30%以下),長き夜の誓い4,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),85644,4393.729,2142.267,1.77,0.49,0,1.28,0.84:1.67,2.00,,0.73:0.15,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+防御%+会心率,ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,85628,4624.583,2194.054,1.43,0.15,0,1.28,0.96:1.91,2.00,,0.54:0.53,0,0,1.6
葦海の標(2),ファントム4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,85543,3204.93,1504.517,1.18,0.9,0,0.28,1.00:2.16,2.16,,0.28:1.04,0,0,1.6
赤角石塵滅砕,華館4,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,85514,4344.987,2797.447,0.58,0.3,0,0.28,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+防御%+会心ダメージ,ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,85500,4624.583,2194.054,1.43,0.15,0,1.28,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
螭龍の剣(完凸),剣闘士+残響,防御%+岩バフ+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85492,4777.435,2142.267,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),剣闘士+残響,防御%+岩バフ+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85492,4777.435,2142.267,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
赤角石塵滅砕,ファントム+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85405,4827.465,2365.987,0.83,0.3,0,0.53,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
螭龍の剣(完凸),残響4,防御%+防御%+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,85397,3463.174,1970.334,1.68,1.4,0,0.28,0.87:1.75,2.00,,0.18:1.25,0,0,1.6
螭龍の剣(完凸),残響4,防御%+防御%+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,85397,3463.174,1970.334,1.68,1.4,0,0.28,0.87:1.75,2.00,,0.49:0.63,0,0,1.6
葦海の標(2),長き夜の誓い4,防御%+岩バフ+防御%,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,85381,3754.594,1970.334,2.18,0.9,0,1.28,0.75:1.49,2.00,,0.30:0.99,0,0,1.6
螭龍の剣(完凸),ファントム4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85377,2787.33,1504.517,1.68,1.4,0,0.28,1.00:2.11,2.11,,0.31:0.99,0,0,1.6
赤角石塵滅砕,華館+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,85366,4118.71,2605.687,0.83,0.3,0,0.53,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+防御%+防御%,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,85359,4182.648,2659.871,2.18,0.9,0,1.28,0.80:1.60,2.00,,0.69:0.22,0,0,1.6
葦海の標(2),ファントム4,防御%+防御%+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85300,5056.803,3073.901,1.33,1.05,0,0.28,1.00:2.05,2.05,,0.22:1.15,0,0,1.6
裁断,華館+剣闘士,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85279,4315.421,2381.967,1.33,1.05,0,0.28,0.95:1.89,2.00,,0.30:0.99,0,0,1.6
裁断,華館+剣闘士,防御%+岩バフ+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85279,4315.421,2381.967,1.33,1.05,0,0.28,0.95:1.89,2.00,,0.62:0.37,0,0,1.6
裁断,華館+残響,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85279,4315.421,2381.967,1.33,1.05,0,0.28,0.95:1.89,2.00,,0.30:0.99,0,0,1.6
裁断,華館+残響,防御%+岩バフ+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85279,4315.421,2381.967,1.33,1.05,0,0.28,0.95:1.89,2.00,,0.62:0.37,0,0,1.6
実りの鈎鉈(5),ファントム+長き夜の誓い,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85273,4353.195,2608.084,1.9,1.05,0,0.85,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),長き夜の誓い4,防御%+防御%+会心率,ゴロー+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85273,4353.195,2608.084,1.9,0.3,0,1.6,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),長き夜の誓い4,防御%+防御%+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85273,4353.195,2608.084,1.9,0.3,0,1.6,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),ファントム+長き夜の誓い,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85271,4353.195,2608.084,1.9,1.05,0,0.85,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
実りの鈎鉈(5),長き夜の誓い4,防御%+防御%+会心ダメージ,ゴロー+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85271,4353.195,2608.084,1.9,0.3,0,1.6,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
実りの鈎鉈(5),長き夜の誓い4,防御%+防御%+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85271,4353.195,2608.084,1.9,0.3,0,1.6,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+防御%+会心率,イアンサ(灰燼以外、爆発lv10)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,85258,4026.994,1970.334,1.93,0.65,0,1.28,0.87:1.75,2.00,,0.18:1.25,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+防御%+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,85258,4026.994,1970.334,1.93,0.65,0,1.28,0.87:1.75,2.00,,0.49:0.63,0,0,1.6
赤角石塵滅砕,華館+剣闘士,防御%+岩バフ+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85256,4800.314,3071.504,1.33,1.05,0,0.28,0.90:1.80,2.00,,0.79:0.02,0,0,1.6
赤角石塵滅砕,華館+残響,防御%+岩バフ+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85256,4800.314,3071.504,1.33,1.05,0,0.28,0.90:1.80,2.00,,0.79:0.02,0,0,1.6
赤角石塵滅砕,華館+長き夜の誓い,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85208,4808.71,2605.687,0.83,0.3,0,0.53,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
螭龍の剣(完凸),ファントム4,防御%+岩バフ+会心率,フリーナ(フル)+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85184,2787.33,1504.517,1.68,1.4,0,0.28,1.00:2.10,2.10,,0.00:1.60,0,0,1.6
裁断,残響4,防御%+岩バフ+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85165,5050.575,2142.267,0.58,0.3,0,0.28,0.95:1.89,2.00,,0.30:0.99,0,0,1.6
裁断,残響4,防御%+岩バフ+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85165,5050.575,2142.267,0.58,0.3,0,0.28,0.95:1.89,2.00,,0.62:0.37,0,0,1.6
赤角石塵滅砕,華館4,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85139,5034.987,2797.447,0.58,0.3,0,0.28,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
螭龍の剣(完凸),華館4,防御%+岩バフ+会心率,ゴロー+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85098,4048.998,2573.727,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),華館4,防御%+岩バフ+会心ダメージ,ゴロー+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85098,4048.998,2573.727,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
螭龍の剣(完凸),華館4,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85098,4048.998,2573.727,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),華館4,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85098,4048.998,2573.727,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
螭龍の剣(完凸),華館+長き夜の誓い,防御%+防御%+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),85019,4922.049,3313.601,2.08,1.55,0,0.53,0.82:1.64,2.00,,0.43:0.74,0,0,1.6
赤角石塵滅砕,ファントム+華館,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),84970,4668.375,3071.504,1.33,1.05,0,0.28,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
螭龍の剣(完凸),ファントム+華館,防御%+岩バフ+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),84888,4372.385,2847.784,1.83,1.55,0,0.28,0.82:1.64,2.00,,0.43:0.74,0,0,1.6
葦海の標(2),長き夜の誓い4,防御%+岩バフ+会心率,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離+夜蘭(終焉、9秒平均),84819,3364.73,1504.517,1.62,0.34,0,1.28,0.90:1.80,2.00,,0.15:1.30,0,0,1.6
葦海の標(2),長き夜の誓い4,防御%+岩バフ+会心ダメージ,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離+夜蘭(終焉、9秒平均),84819,3364.73,1504.517,1.62,0.34,0,1.28,0.90:1.80,2.00,,0.46:0.68,0,0,1.6
末路(R2、30%以下),長き夜の誓い4,防御%+岩バフ+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),84801,4783.593,2608.084,2.33,1.05,0,1.28,0.68:1.36,2.00,,0.57:0.46,0,0,1.6
裁断,華館4,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),84783,4935.662,3039.544,1.33,1.05,0,0.28,0.95:1.89,2.00,,0.30:0.99,0,0,1.6
裁断,華館4,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),84783,4935.662,3039.544,1.33,1.05,0,0.28,0.95:1.89,2.00,,0.62:0.37,0,0,1.6
裁断,長き夜の誓い4,防御%+防御%+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,84768,3673.994,1970.334,2.18,0.9,0,1.28,0.85:1.69,2.00,,0.20:1.19,0,0,1.6
裁断,長き夜の誓い4,防御%+防御%+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,84768,3673.994,1970.334,2.18,0.9,0,1.28,0.85:1.69,2.00,,0.52:0.57,0,0,1.6
赤角石塵滅砕,剣闘士+残響,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),84767,4649.409,2831.804,1.33,1.05,0,0.28,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
実りの鈎鉈(5),華館4,防御%+岩バフ+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),84764,4862.318,3039.544,1.65,1.05,0,0.6,0.76:1.52,2.00,,0.65:0.30,0,0,1.6
葦海の標(2),長き夜の誓い4,防御%+岩バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),84755,4209.73,1504.517,2.03,0.75,0,1.28,0.90:1.80,2.00,,0.15:1.30,0,0,1.6
葦海の標(2),長き夜の誓い4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),84755,4209.73,1504.517,2.03,0.75,0,1.28,0.90:1.80,2.00,,0.46:0.68,0,0,1.6
赤角石塵滅砕,剣闘士+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),84735,4959.405,2365.987,0.83,0.3,0,0.53,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
赤角石塵滅砕,残響+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),84735,4959.405,2365.987,0.83,0.3,0,0.53,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
赤角石塵滅砕,残響4,防御%+岩バフ+会心ダメージ,ゴロー+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),84668,3967.805,2365.987,0.58,0.3,0,0.28,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
赤角石塵滅砕,残響4,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),84668,3967.805,2365.987,0.58,0.3,0,0.28,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
赤角石塵滅砕,華館4,防御%+防御%+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),84607,5444.315,3729.081,1.33,1.05,0,0.28,0.90:1.80,2.00,,0.79:0.02,0,0,1.6
葦海の標(2),華館4,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),84587,4626.398,2573.727,0.77,0.49,0,0.28,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
葦海の標(2),華館4,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),84587,4626.398,2573.727,0.77,0.49,0,0.28,1.00:2.00,2.00,,0.56:0.48,0,0,1.6
葦海の標(2),華館+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),84572,5245.121,2381.967,0.83,0.3,0,0.53,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
