武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,防御力,HP,バフ,熟知,率ダメ,聖遺物組み合わせ,サブステ,スコア
古祠の瓏(完凸),しめ縄+花海,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,703076.8,1061.48,570,32720.4,0.766,392,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄+花海,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,703076.8,1061.48,570,32720.4,0.766,392,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),しめ縄+千岩,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,703076.8,1061.48,570,32720.4,0.766,392,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄+千岩,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,703076.8,1061.48,570,32720.4,0.766,392,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),火魔女+花海,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,703076.8,947,570,32720.4,0.766,392,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),火魔女+花海,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,703076.8,947,570,32720.4,0.766,392,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),火魔女+千岩,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,703076.8,947,570,32720.4,0.766,392,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),火魔女+千岩,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,703076.8,947,570,32720.4,0.766,392,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,しめ縄+花海,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,702978.4,1165.32,570,33115.21,0.766,125,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,しめ縄+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,702978.4,1165.32,570,33115.21,0.766,125,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,火魔女+花海,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,702978.4,1035,570,33115.21,0.766,125,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,火魔女+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,702978.4,1035,570,33115.21,0.766,125,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,しめ縄+花海,HP%+元素バフ+会心率,アルベド+トーマ+万葉,702978.3,1165.32,570,33115.21,0.766,125,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,しめ縄+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,702978.3,1165.32,570,33115.21,0.766,125,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,火魔女+花海,HP%+元素バフ+会心率,アルベド+トーマ+万葉,702978.3,1035,570,33115.21,0.766,125,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,火魔女+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,702978.3,1035,570,33115.21,0.766,125,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,黒曜の秘典4,HP%+元素バフ+HP%,エミリエ+トーマ+万葉,702626.7,1035,570,37154.42,0.916,0,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,HP%+元素バフ+HP%,トーマ+白朮+万葉,702626.7,1035,570,37154.42,0.916,0,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,HP%+元素バフ+HP%,トーマ+万葉,702626.7,1035,570,37154.42,0.916,0,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,花海+楽団,HP%+HP%+会心率,トーマ+鍾離+万葉,702382.8,1035,570,40191.42,0.3,80,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+楽団,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,702382.8,1035,570,40191.42,0.3,80,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+金メッキ,HP%+HP%+会心率,トーマ+鍾離+万葉,702382.8,1035,570,40191.42,0.3,80,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+金メッキ,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,702382.8,1035,570,40191.42,0.3,80,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,楽団+千岩,HP%+HP%+会心率,トーマ+鍾離+万葉,702382.8,1035,570,40191.42,0.3,80,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,楽団+千岩,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,702382.8,1035,570,40191.42,0.3,80,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ+千岩,HP%+HP%+会心率,トーマ+鍾離+万葉,702382.8,1035,570,40191.42,0.3,80,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ+千岩,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,702382.8,1035,570,40191.42,0.3,80,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),しめ縄4,HP%+HP%+HP%,トーマ+鍾離+万葉,702213.1,1061.48,570,50912.03,0.3,80,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),黒曜の秘典4,攻撃%+元素バフ+元素熟知,トーマ+鍾離+万葉,701278.4,1243.376,570,29683.4,0.916,267,1.00:2.06,,0.02:1.56,1.6
古祠の瓏(完凸),黒曜の秘典4,防御%+元素バフ+元素熟知,トーマ+鍾離+万葉,701278.4,947,902.31,29683.4,0.916,267,1.00:2.06,,0.02:1.56,1.6
古祠の瓏(完凸),黒曜の秘典4,元素熟知+元素バフ+治癒効果,トーマ+鍾離+万葉,701278.4,947,570,29683.4,0.916,267,1.00:2.06,,0.02:1.56,1.6
古祠の瓏(完凸),黒曜の秘典4,元チャ+元素バフ+元素熟知,トーマ+鍾離+万葉,701278.4,947,570,29683.4,0.916,267,1.00:2.06,,0.02:1.56,1.6
サーフィンタイム,しめ縄+花海,HP%+元素バフ+HP%,アルベド+トーマ+万葉,701178.8,1165.32,570,40191.42,0.766,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,しめ縄+千岩,HP%+元素バフ+HP%,アルベド+トーマ+万葉,701178.8,1165.32,570,40191.42,0.766,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,火魔女+花海,HP%+元素バフ+HP%,アルベド+トーマ+万葉,701178.8,1035,570,40191.42,0.766,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,火魔女+千岩,HP%+元素バフ+HP%,アルベド+トーマ+万葉,701178.8,1035,570,40191.42,0.766,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,しめ縄+楽団,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,701101.9,1165.32,570,37154.42,0.3,205,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,しめ縄+金メッキ,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,701101.9,1165.32,570,37154.42,0.3,205,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,火魔女+楽団,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,701101.9,1035,570,37154.42,0.3,205,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,火魔女+金メッキ,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,701101.9,1035,570,37154.42,0.3,205,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,しめ縄+楽団,HP%+HP%+会心率,アルベド+トーマ+万葉,701101.8,1165.32,570,37154.42,0.3,205,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,しめ縄+金メッキ,HP%+HP%+会心率,アルベド+トーマ+万葉,701101.8,1165.32,570,37154.42,0.3,205,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,火魔女+楽団,HP%+HP%+会心率,アルベド+トーマ+万葉,701101.8,1035,570,37154.42,0.3,205,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,火魔女+金メッキ,HP%+HP%+会心率,アルベド+トーマ+万葉,701101.8,1035,570,37154.42,0.3,205,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,しめ縄4,HP%+HP%+HP%,アルベド+トーマ+鍾離,700911.3,1165.32,570,44230.63,0.15,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,黒曜の秘典+沈淪,HP%+元素熟知+会心率,トーマ+鍾離+万葉,700904.1,1035,570,30078.21,0.6,187,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,黒曜の秘典+沈淪,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,700904.1,1035,570,30078.21,0.6,187,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),金メッキ4(同元素0),HP%+元素熟知+会心率,トーマ+鍾離+万葉,700826.3,947,570,36759.61,0.3,497,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ4(同元素0),HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,700826.3,947,570,36759.61,0.3,497,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,沈淪4,HP%+HP%+会心ダメージ,アルベド+トーマ+鍾離,700712,1035,570,37154.42,0.3,125,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,沈淪4,HP%+HP%+会心率,アルベド+トーマ+鍾離,700711.9,1035,570,37154.42,0.3,125,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+千岩,元素熟知+元素熟知+会心ダメージ,アルベド+トーマ+万葉,700579,1035,570,29076,0.3,499,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+千岩,元素熟知+元素熟知+会心率,アルベド+トーマ+万葉,700578.9,1035,570,29076,0.3,499,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+千岩,元素熟知+元素熟知+会心率,トーマ+鍾離+万葉,700518.4,1035,570,29076,0.3,374,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+千岩,元素熟知+元素熟知+会心ダメージ,トーマ+鍾離+万葉,700518.4,1035,570,29076,0.3,374,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),黒曜の秘典4,HP%+元素バフ+会心率,トーマ+鍾離+万葉,700327.9,947,570,36759.61,0.916,80,1.00:2.10,,0.00:1.60,1.6
古祠の瓏(完凸),花海+沈淪,HP%+元素熟知+会心率,トーマ+鍾離+万葉,700157.7,947,570,39796.61,0.45,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+沈淪,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,700157.7,947,570,39796.61,0.45,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),花海+黒曜の秘典,HP%+元素熟知+会心率,トーマ+鍾離+万葉,700157.7,947,570,39796.61,0.45,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+黒曜の秘典,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,700157.7,947,570,39796.61,0.45,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),千岩+沈淪,HP%+元素熟知+会心率,トーマ+鍾離+万葉,700157.7,947,570,39796.61,0.45,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),千岩+沈淪,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,700157.7,947,570,39796.61,0.45,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),黒曜の秘典+千岩,HP%+元素熟知+会心率,トーマ+鍾離+万葉,700157.7,947,570,39796.61,0.45,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),黒曜の秘典+千岩,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,700157.7,947,570,39796.61,0.45,267,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,しめ縄4,HP%+元素熟知+会心ダメージ,エミリエ+トーマ+万葉,700118.4,1165.32,570,30078.21,0.3,187,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,しめ縄4,HP%+元素熟知+会心ダメージ,トーマ+白朮+万葉,700118.4,1165.32,570,30078.21,0.3,187,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,しめ縄4,HP%+元素熟知+会心ダメージ,トーマ+万葉,700118.4,1165.32,570,30078.21,0.3,187,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,しめ縄4,HP%+元素熟知+会心率,エミリエ+トーマ+万葉,700118.3,1165.32,570,30078.21,0.3,187,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,しめ縄4,HP%+元素熟知+会心率,トーマ+白朮+万葉,700118.3,1165.32,570,30078.21,0.3,187,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,しめ縄4,HP%+元素熟知+会心率,トーマ+万葉,700118.3,1165.32,570,30078.21,0.3,187,1.00:2.04,,0.47:0.66,1.6
古祠の瓏(完凸),花海+千岩,元素熟知+元素バフ+元素熟知,アルベド+トーマ+万葉,700096.8,947,570,35757.4,0.766,579,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,黒曜の秘典4,攻撃%+HP%+元素熟知,アルベド+トーマ+万葉,699942.8,1372.384,570,30078.21,0.45,312,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,防御%+HP%+元素熟知,アルベド+トーマ+万葉,699942.8,1035,902.31,30078.21,0.45,312,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,HP%+元素熟知+治癒効果,アルベド+トーマ+万葉,699942.8,1035,570,30078.21,0.45,312,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,HP%+物理バフ+元素熟知,アルベド+トーマ+万葉,699942.8,1035,570,30078.21,0.45,312,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,元チャ+HP%+元素熟知,アルベド+トーマ+万葉,699942.8,1035,570,30078.21,0.45,312,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+元素バフ+元素熟知,エミリエ+トーマ+万葉,699907.3,1035,570,30078.21,0.766,417,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+元素バフ+元素熟知,トーマ+白朮+万葉,699907.3,1035,570,30078.21,0.766,417,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+元素バフ+元素熟知,トーマ+万葉,699907.3,1035,570,30078.21,0.766,417,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,楽団+沈淪,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,699772.7,1035,570,37154.42,0.45,80,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,楽団+黒曜の秘典,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,699772.7,1035,570,37154.42,0.45,80,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ+沈淪,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,699772.7,1035,570,37154.42,0.45,80,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ+黒曜の秘典,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,699772.7,1035,570,37154.42,0.45,80,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,楽団+沈淪,HP%+HP%+会心率,トーマ+鍾離+万葉,699772.6,1035,570,37154.42,0.45,80,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,楽団+黒曜の秘典,HP%+HP%+会心率,トーマ+鍾離+万葉,699772.6,1035,570,37154.42,0.45,80,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ+沈淪,HP%+HP%+会心率,トーマ+鍾離+万葉,699772.6,1035,570,37154.42,0.45,80,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ+黒曜の秘典,HP%+HP%+会心率,トーマ+鍾離+万葉,699772.6,1035,570,37154.42,0.45,80,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,しめ縄4,HP%+元素バフ+会心率,アルベド+トーマ+鍾離,698516.6,1165.32,570,30078.21,0.616,125,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,しめ縄4,HP%+元素バフ+会心ダメージ,アルベド+トーマ+鍾離,698516.6,1165.32,570,30078.21,0.616,125,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),花海+沈淪,元素熟知+元素バフ+元素熟知,トーマ+鍾離+万葉,698509.1,947,570,32720.4,0.916,454,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),花海+黒曜の秘典,元素熟知+元素バフ+元素熟知,トーマ+鍾離+万葉,698509.1,947,570,32720.4,0.916,454,0.83:1.66,,0.22:1.16,1.6
