武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,一発目期待値,攻撃力,防御力,HP,バフ,熟知,率ダメ,聖遺物組み合わせ,サブステ,スコア
古祠の瓏(完凸),沈淪4,HP%+元素熟知+会心ダメージ,トーマ+万葉,981317.6,477358.1,947,570,36759.61,0.45,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),しめ縄+花海,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,980046.3,476739.7,1061.48,570,32720.4,0.766,392,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄+花海,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,980046.3,476739.7,1061.48,570,32720.4,0.766,392,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),しめ縄+千岩,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,980046.3,476739.7,1061.48,570,32720.4,0.766,392,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄+千岩,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,980046.3,476739.7,1061.48,570,32720.4,0.766,392,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),火魔女+花海,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,980046.3,476739.7,947,570,32720.4,0.766,392,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),火魔女+花海,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,980046.3,476739.7,947,570,32720.4,0.766,392,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),火魔女+千岩,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,980046.3,476739.7,947,570,32720.4,0.766,392,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),火魔女+千岩,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,980046.3,476739.7,947,570,32720.4,0.766,392,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,しめ縄+花海,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,979909.2,476673,1165.32,570,33115.21,0.766,125,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,しめ縄+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,979909.2,476673,1165.32,570,33115.21,0.766,125,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,火魔女+花海,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,979909.2,476673,1035,570,33115.21,0.766,125,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,火魔女+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,979909.2,476673,1035,570,33115.21,0.766,125,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,しめ縄+花海,HP%+元素バフ+会心率,アルベド+トーマ+万葉,979909.1,476672.9,1165.32,570,33115.21,0.766,125,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,しめ縄+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,979909.1,476672.9,1165.32,570,33115.21,0.766,125,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,火魔女+花海,HP%+元素バフ+会心率,アルベド+トーマ+万葉,979909.1,476672.9,1035,570,33115.21,0.766,125,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,火魔女+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,979909.1,476672.9,1035,570,33115.21,0.766,125,1.00:2.04,,0.47:0.66,1.6
古祠の瓏(完凸),沈淪4,HP%+元素バフ+会心率,アルベド+トーマ+鍾離,979827,476633,947,570,36759.61,0.766,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),沈淪4,HP%+元素バフ+会心ダメージ,アルベド+トーマ+鍾離,979827,476633,947,570,36759.61,0.766,205,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,黒曜の秘典4,HP%+元素バフ+HP%,エミリエ+トーマ+万葉,979419,476434.5,1035,570,37154.42,0.916,0,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,HP%+元素バフ+HP%,トーマ+白朮+万葉,979419,476434.5,1035,570,37154.42,0.916,0,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,HP%+元素バフ+HP%,トーマ+万葉,979419,476434.5,1035,570,37154.42,0.916,0,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,楽団+沈淪,HP%+元素バフ+HP%,トーマ+鍾離+万葉,977688.4,475592.7,1035,570,37154.42,0.916,80,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,楽団+黒曜の秘典,HP%+元素バフ+HP%,トーマ+鍾離+万葉,977688.4,475592.7,1035,570,37154.42,0.916,80,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ+沈淪,HP%+元素バフ+HP%,トーマ+鍾離+万葉,977688.4,475592.7,1035,570,37154.42,0.916,80,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ+黒曜の秘典,HP%+元素バフ+HP%,トーマ+鍾離+万葉,977688.4,475592.7,1035,570,37154.42,0.916,80,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),黒曜の秘典4,元素熟知+元素熟知+元素熟知,トーマ+鍾離+万葉,977470.6,475486.7,947,570,29683.4,0.45,641,1.00:2.06,,0.02:1.56,1.6
サーフィンタイム,しめ縄+花海,HP%+元素バフ+HP%,アルベド+トーマ+万葉,977400.5,475452.6,1165.32,570,40191.42,0.766,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,しめ縄+千岩,HP%+元素バフ+HP%,アルベド+トーマ+万葉,977400.5,475452.6,1165.32,570,40191.42,0.766,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,火魔女+花海,HP%+元素バフ+HP%,アルベド+トーマ+万葉,977400.5,475452.6,1035,570,40191.42,0.766,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,火魔女+千岩,HP%+元素バフ+HP%,アルベド+トーマ+万葉,977400.5,475452.6,1035,570,40191.42,0.766,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,しめ縄+楽団,HP%+HP%+会心率,アルベド+トーマ+万葉,977293.4,475400.5,1165.32,570,37154.42,0.3,205,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,しめ縄+楽団,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,977293.4,475400.6,1165.32,570,37154.42,0.3,205,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,しめ縄+金メッキ,HP%+HP%+会心率,アルベド+トーマ+万葉,977293.4,475400.5,1165.32,570,37154.42,0.3,205,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,しめ縄+金メッキ,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,977293.4,475400.6,1165.32,570,37154.42,0.3,205,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,火魔女+楽団,HP%+HP%+会心率,アルベド+トーマ+万葉,977293.4,475400.5,1035,570,37154.42,0.3,205,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,火魔女+楽団,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,977293.4,475400.6,1035,570,37154.42,0.3,205,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,火魔女+金メッキ,HP%+HP%+会心率,アルベド+トーマ+万葉,977293.4,475400.5,1035,570,37154.42,0.3,205,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,火魔女+金メッキ,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,977293.4,475400.6,1035,570,37154.42,0.3,205,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),黒曜の秘典4,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,976818.6,475169.5,947,570,43835.82,0.45,80,1.00:2.37,,0.18:1.25,1.6
サーフィンタイム,花海+千岩,元素熟知+元素熟知+会心ダメージ,アルベド+トーマ+万葉,976564.7,475046,1035,570,29076,0.3,499,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+千岩,元素熟知+元素熟知+会心率,アルベド+トーマ+万葉,976564.6,475046,1035,570,29076,0.3,499,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,しめ縄4,HP%+元素熟知+会心ダメージ,エミリエ+トーマ+万葉,975922.5,474733.7,1165.32,570,30078.21,0.3,187,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,しめ縄4,HP%+元素熟知+会心ダメージ,トーマ+白朮+万葉,975922.5,474733.7,1165.32,570,30078.21,0.3,187,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,しめ縄4,HP%+元素熟知+会心ダメージ,トーマ+万葉,975922.5,474733.7,1165.32,570,30078.21,0.3,187,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,しめ縄4,HP%+元素熟知+会心率,エミリエ+トーマ+万葉,975922.4,474733.6,1165.32,570,30078.21,0.3,187,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,しめ縄4,HP%+元素熟知+会心率,トーマ+白朮+万葉,975922.4,474733.6,1165.32,570,30078.21,0.3,187,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,しめ縄4,HP%+元素熟知+会心率,トーマ+万葉,975922.4,474733.6,1165.32,570,30078.21,0.3,187,1.00:2.04,,0.47:0.66,1.6
古祠の瓏(完凸),花海+千岩,元素熟知+元素バフ+元素熟知,アルベド+トーマ+万葉,975892.6,474719.1,947,570,35757.4,0.766,579,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,黒曜の秘典4,攻撃%+HP%+元素熟知,アルベド+トーマ+万葉,975677.9,474614.7,1372.384,570,30078.21,0.45,312,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,防御%+HP%+元素熟知,アルベド+トーマ+万葉,975677.9,474614.7,1035,902.31,30078.21,0.45,312,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,HP%+元素熟知+治癒効果,アルベド+トーマ+万葉,975677.9,474614.7,1035,570,30078.21,0.45,312,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,HP%+物理バフ+元素熟知,アルベド+トーマ+万葉,975677.9,474614.7,1035,570,30078.21,0.45,312,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,元チャ+HP%+元素熟知,アルベド+トーマ+万葉,975677.9,474614.7,1035,570,30078.21,0.45,312,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+元素バフ+元素熟知,エミリエ+トーマ+万葉,975628.3,474590.5,1035,570,30078.21,0.766,417,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+元素バフ+元素熟知,トーマ+白朮+万葉,975628.3,474590.5,1035,570,30078.21,0.766,417,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+元素バフ+元素熟知,トーマ+万葉,975628.3,474590.5,1035,570,30078.21,0.766,417,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+楽団,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,975531.7,474543.5,1035,570,40191.42,0.3,80,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+金メッキ,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,975531.7,474543.5,1035,570,40191.42,0.3,80,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,楽団+千岩,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,975531.7,474543.5,1035,570,40191.42,0.3,80,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ+千岩,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,975531.7,474543.5,1035,570,40191.42,0.3,80,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+楽団,HP%+HP%+会心率,トーマ+鍾離+万葉,975531.6,474543.5,1035,570,40191.42,0.3,80,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+金メッキ,HP%+HP%+会心率,トーマ+鍾離+万葉,975531.6,474543.5,1035,570,40191.42,0.3,80,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,楽団+千岩,HP%+HP%+会心率,トーマ+鍾離+万葉,975531.6,474543.5,1035,570,40191.42,0.3,80,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ+千岩,HP%+HP%+会心率,トーマ+鍾離+万葉,975531.6,474543.5,1035,570,40191.42,0.3,80,1.00:2.04,,0.47:0.66,1.6
古祠の瓏(完凸),しめ縄4,HP%+HP%+HP%,トーマ+鍾離+万葉,975296,474428.9,1061.48,570,50912.03,0.3,80,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),黒曜の秘典4,攻撃%+元素バフ+元素熟知,トーマ+鍾離+万葉,973997.7,473797.3,1243.376,570,29683.4,0.916,267,1.00:2.06,,0.02:1.56,1.6
古祠の瓏(完凸),黒曜の秘典4,防御%+元素バフ+元素熟知,トーマ+鍾離+万葉,973997.7,473797.3,947,902.31,29683.4,0.916,267,1.00:2.06,,0.02:1.56,1.6
古祠の瓏(完凸),黒曜の秘典4,元素熟知+元素バフ+治癒効果,トーマ+鍾離+万葉,973997.7,473797.3,947,570,29683.4,0.916,267,1.00:2.06,,0.02:1.56,1.6
古祠の瓏(完凸),黒曜の秘典4,元チャ+元素バフ+元素熟知,トーマ+鍾離+万葉,973997.7,473797.3,947,570,29683.4,0.916,267,1.00:2.06,,0.02:1.56,1.6
サーフィンタイム,黒曜の秘典+沈淪,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,973477.9,473544.5,1035,570,30078.21,0.6,187,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,黒曜の秘典+沈淪,HP%+元素熟知+会心率,トーマ+鍾離+万葉,973477.8,473544.4,1035,570,30078.21,0.6,187,1.00:2.04,,0.47:0.66,1.6
古祠の瓏(完凸),黒曜の秘典4,HP%+HP%+会心率,アルベド+トーマ+万葉,973471.8,473541.5,947,570,43835.82,0.45,205,1.00:2.10,,0.00:1.60,1.6
サーフィンタイム,黒曜の秘典4,攻撃%+元素バフ+HP%,アルベド+トーマ+万葉,973414,473513.4,1372.384,570,30078.21,0.916,125,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,防御%+元素バフ+HP%,アルベド+トーマ+万葉,973414,473513.4,1035,902.31,30078.21,0.916,125,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,HP%+元素バフ+治癒効果,アルベド+トーマ+万葉,973414,473513.4,1035,570,30078.21,0.916,125,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,元チャ+元素バフ+HP%,アルベド+トーマ+万葉,973414,473513.4,1035,570,30078.21,0.916,125,1.00:2.13,,0.42:0.75,1.6
古祠の瓏(完凸),金メッキ4(同元素0),HP%+元素熟知+会心率,トーマ+鍾離+万葉,973369.7,473491.8,947,570,36759.61,0.3,497,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ4(同元素0),HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,973369.7,473491.8,947,570,36759.61,0.3,497,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),楽団+金メッキ,HP%+HP%+会心率,アルベド+トーマ+万葉,973122.8,473371.8,947,570,43835.82,0.3,365,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),楽団+金メッキ,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,973122.8,473371.8,947,570,43835.82,0.3,365,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),黒曜の秘典4,HP%+元素バフ+会心ダメージ,エミリエ+トーマ+万葉,973091.8,473356.7,947,570,36759.61,0.916,80,1.00:2.37,,0.18:1.25,1.6
古祠の瓏(完凸),黒曜の秘典4,HP%+元素バフ+会心ダメージ,トーマ+白朮+万葉,973091.8,473356.7,947,570,36759.61,0.916,80,1.00:2.37,,0.18:1.25,1.6
古祠の瓏(完凸),黒曜の秘典4,HP%+元素バフ+会心ダメージ,トーマ+万葉,973091.8,473356.7,947,570,36759.61,0.916,80,1.00:2.37,,0.18:1.25,1.6
サーフィンタイム,花海+千岩,元素熟知+元素熟知+会心ダメージ,トーマ+鍾離+万葉,972942.3,473283.9,1035,570,29076,0.3,374,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+千岩,元素熟知+元素熟知+会心率,トーマ+鍾離+万葉,972942.1,473283.9,1035,570,29076,0.3,374,1.00:2.04,,0.47:0.66,1.6
古祠の瓏(完凸),火魔女4(1),HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,972771.2,473200.7,947,570,36759.61,0.766,392,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),沈淪4,HP%+元素バフ+会心率,エミリエ+トーマ+万葉,972711.9,473171.8,947,570,36759.61,0.916,80,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),沈淪4,HP%+元素バフ+会心ダメージ,エミリエ+トーマ+万葉,972711.9,473171.8,947,570,36759.61,0.916,80,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),沈淪4,HP%+元素バフ+会心率,トーマ+白朮+万葉,972711.9,473171.8,947,570,36759.61,0.916,80,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),沈淪4,HP%+元素バフ+会心ダメージ,トーマ+白朮+万葉,972711.9,473171.8,947,570,36759.61,0.916,80,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),沈淪4,HP%+元素バフ+会心率,トーマ+万葉,972711.9,473171.8,947,570,36759.61,0.916,80,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),沈淪4,HP%+元素バフ+会心ダメージ,トーマ+万葉,972711.9,473171.8,947,570,36759.61,0.916,80,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,しめ縄4,元素熟知+元素熟知+会心率,アルベド+トーマ+万葉,972704.5,473168.3,1165.32,570,23002,0.3,499,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,しめ縄4,元素熟知+元素熟知+会心ダメージ,アルベド+トーマ+万葉,972704.5,473168.3,1165.32,570,23002,0.3,499,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),黒曜の秘典4,HP%+元素バフ+会心率,トーマ+鍾離+万葉,972677.6,473155.2,947,570,36759.61,0.916,80,1.00:2.10,,0.00:1.60,1.6
古祠の瓏(完凸),楽団+沈淪,HP%+元素熟知+会心率,アルベド+トーマ+万葉,972480.4,473059.3,947,570,36759.61,0.45,472,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),楽団+沈淪,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,972480.4,473059.3,947,570,36759.61,0.45,472,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),楽団+黒曜の秘典,HP%+元素熟知+会心率,アルベド+トーマ+万葉,972480.4,473059.3,947,570,36759.61,0.45,472,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),楽団+黒曜の秘典,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,972480.4,473059.3,947,570,36759.61,0.45,472,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ+沈淪,HP%+元素熟知+会心率,アルベド+トーマ+万葉,972480.4,473059.3,947,570,36759.61,0.45,472,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ+沈淪,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,972480.4,473059.3,947,570,36759.61,0.45,472,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ+黒曜の秘典,HP%+元素熟知+会心率,アルベド+トーマ+万葉,972480.4,473059.3,947,570,36759.61,0.45,472,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ+黒曜の秘典,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,972480.4,473059.3,947,570,36759.61,0.45,472,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),花海+沈淪,HP%+元素熟知+会心率,トーマ+鍾離+万葉,972441.2,473040.2,947,570,39796.61,0.45,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+沈淪,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,972441.2,473040.2,947,570,39796.61,0.45,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),花海+黒曜の秘典,HP%+元素熟知+会心率,トーマ+鍾離+万葉,972441.2,473040.2,947,570,39796.61,0.45,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+黒曜の秘典,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,972441.2,473040.2,947,570,39796.61,0.45,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),千岩+沈淪,HP%+元素熟知+会心率,トーマ+鍾離+万葉,972441.2,473040.2,947,570,39796.61,0.45,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),千岩+沈淪,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,972441.2,473040.2,947,570,39796.61,0.45,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),黒曜の秘典+千岩,HP%+元素熟知+会心率,トーマ+鍾離+万葉,972441.2,473040.2,947,570,39796.61,0.45,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),黒曜の秘典+千岩,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,972441.2,473040.2,947,570,39796.61,0.45,267,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,火魔女4(1),HP%+HP%+HP%,アルベド+トーマ+万葉,972289.8,472966.6,1035,570,44230.63,0.3,125,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),火魔女4(1),元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,972037.1,472843.6,947,570,29683.4,0.766,392,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),火魔女4(1),元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,972037.1,472843.6,947,570,29683.4,0.766,392,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,楽団+沈淪,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,971906.5,472780.1,1035,570,37154.42,0.45,80,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,楽団+黒曜の秘典,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,971906.5,472780.1,1035,570,37154.42,0.45,80,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ+沈淪,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,971906.5,472780.1,1035,570,37154.42,0.45,80,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ+黒曜の秘典,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,971906.5,472780.1,1035,570,37154.42,0.45,80,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,楽団+沈淪,HP%+HP%+会心率,トーマ+鍾離+万葉,971906.4,472780.1,1035,570,37154.42,0.45,80,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,楽団+黒曜の秘典,HP%+HP%+会心率,トーマ+鍾離+万葉,971906.4,472780.1,1035,570,37154.42,0.45,80,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ+沈淪,HP%+HP%+会心率,トーマ+鍾離+万葉,971906.4,472780.1,1035,570,37154.42,0.45,80,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ+黒曜の秘典,HP%+HP%+会心率,トーマ+鍾離+万葉,971906.4,472780.1,1035,570,37154.42,0.45,80,1.00:2.04,,0.47:0.66,1.6
古祠の瓏(完凸),花海+楽団,HP%+HP%+会心率,アルベド+トーマ+万葉,971405.9,472536.6,947,570,46872.82,0.3,285,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+楽団,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,971405.9,472536.6,947,570,46872.82,0.3,285,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),花海+金メッキ,HP%+HP%+会心率,アルベド+トーマ+万葉,971405.9,472536.6,947,570,46872.82,0.3,285,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+金メッキ,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,971405.9,472536.6,947,570,46872.82,0.3,285,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),楽団+千岩,HP%+HP%+会心率,アルベド+トーマ+万葉,971405.9,472536.6,947,570,46872.82,0.3,285,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),楽団+千岩,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,971405.9,472536.6,947,570,46872.82,0.3,285,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ+千岩,HP%+HP%+会心率,アルベド+トーマ+万葉,971405.9,472536.6,947,570,46872.82,0.3,285,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ+千岩,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,971405.9,472536.6,947,570,46872.82,0.3,285,0.99:1.97,,0.38:0.85,1.6
