武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,一発目期待値,攻撃力,防御力,HP,バフ,熟知,率ダメ,聖遺物組み合わせ,サブステ,スコア
凛流の監視者,花海+沈淪,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,829462.6,403488.8,1303.96,570,30078.21,0.45,312,0.91:1.82,,0.45:0.70,1.6
凛流の監視者,花海+黒曜の秘典,HP%+元素熟知+会心率,アルベド+トーマ+万葉,829462.6,403488.8,1303.96,570,30078.21,0.45,312,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,花海+黒曜の秘典,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,829462.6,403488.8,1303.96,570,30078.21,0.45,312,0.91:1.82,,0.45:0.70,1.6
凛流の監視者,千岩+沈淪,HP%+元素熟知+会心率,アルベド+トーマ+万葉,829462.6,403488.8,1303.96,570,30078.21,0.45,312,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,千岩+沈淪,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,829462.6,403488.8,1303.96,570,30078.21,0.45,312,0.91:1.82,,0.45:0.70,1.6
凛流の監視者,黒曜の秘典+千岩,HP%+元素熟知+会心率,アルベド+トーマ+万葉,829462.6,403488.8,1303.96,570,30078.21,0.45,312,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,黒曜の秘典+千岩,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,829462.6,403488.8,1303.96,570,30078.21,0.45,312,0.91:1.82,,0.45:0.70,1.6
ヤチュシェの環(完凸),沈淪4,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,829450.7,403483,1003,570,33312.61,0.916,125,0.80:1.60,,0.56:0.48,1.6
ヤチュシェの環(完凸),沈淪4,HP%+元素バフ+会心率,アルベド+トーマ+万葉,829450.6,403483,1003,570,33312.61,0.916,125,0.80:1.60,,0.25:1.10,1.6
久遠流転の大典,花海+沈淪,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,829448.7,403482,1035,570,32507.81,0.916,125,1.00:2.04,,0.78:0.04,1.6
久遠流転の大典,花海+黒曜の秘典,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,829448.7,403482,1035,570,32507.81,0.916,125,1.00:2.04,,0.78:0.04,1.6
久遠流転の大典,千岩+沈淪,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,829448.7,403482,1035,570,32507.81,0.916,125,1.00:2.04,,0.78:0.04,1.6
久遠流転の大典,黒曜の秘典+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,829448.7,403482,1035,570,32507.81,0.916,125,1.00:2.04,,0.78:0.04,1.6
久遠流転の大典,花海+沈淪,HP%+元素バフ+会心率,アルベド+トーマ+万葉,829448.6,403482,1035,570,32507.81,0.916,125,1.00:2.04,,0.47:0.66,1.6
久遠流転の大典,花海+黒曜の秘典,HP%+元素バフ+会心率,アルベド+トーマ+万葉,829448.6,403482,1035,570,32507.81,0.916,125,1.00:2.04,,0.47:0.66,1.6
久遠流転の大典,千岩+沈淪,HP%+元素バフ+会心率,アルベド+トーマ+万葉,829448.6,403482,1035,570,32507.81,0.916,125,1.00:2.04,,0.47:0.66,1.6
久遠流転の大典,黒曜の秘典+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,829448.6,403482,1035,570,32507.81,0.916,125,1.00:2.04,,0.47:0.66,1.6
凛流の監視者,金メッキ4(同元素1),HP%+HP%+会心率,トーマ+鍾離+万葉,829357.8,403437.8,1423.8,570,34117.42,0.3,180,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,金メッキ4(同元素1),HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,829357.8,403437.8,1423.8,570,34117.42,0.3,180,0.91:1.82,,0.45:0.70,1.6
トゥライトゥーラの記憶,花海+沈淪,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,829178.7,403350.7,1167,570,30078.21,0.45,312,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,花海+黒曜の秘典,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,829178.7,403350.7,1167,570,30078.21,0.45,312,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,千岩+沈淪,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,829178.7,403350.7,1167,570,30078.21,0.45,312,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,黒曜の秘典+千岩,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,829178.7,403350.7,1167,570,30078.21,0.45,312,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,花海+沈淪,HP%+元素熟知+会心率,アルベド+トーマ+万葉,829178.6,403350.7,1167,570,30078.21,0.45,312,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,花海+黒曜の秘典,HP%+元素熟知+会心率,アルベド+トーマ+万葉,829178.6,403350.7,1167,570,30078.21,0.45,312,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,千岩+沈淪,HP%+元素熟知+会心率,アルベド+トーマ+万葉,829178.6,403350.7,1167,570,30078.21,0.45,312,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,黒曜の秘典+千岩,HP%+元素熟知+会心率,アルベド+トーマ+万葉,829178.6,403350.7,1167,570,30078.21,0.45,312,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,金メッキ4(同元素1),HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,829073.9,403299.7,1286.84,570,34117.42,0.3,180,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,金メッキ4(同元素1),HP%+HP%+会心率,トーマ+鍾離+万葉,829073.8,403299.7,1286.84,570,34117.42,0.3,180,0.91:1.82,,0.36:0.88,1.6
凛流の監視者,金メッキ4(同元素1),HP%+元素バフ+HP%,トーマ+鍾離+万葉,829017.8,403272.4,1423.8,570,34117.42,0.766,180,0.76:1.51,,0.29:1.01,1.6
流浪完凸(期待値),黒曜の秘典4,HP%+元素熟知+会心率,アルベド+トーマ+万葉,828975.6,403251.9,1141.4,570,27041.21,0.61,392,1.00:2.28,,0.19:1.23,1.6
流浪完凸(期待値),黒曜の秘典4,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,828975.6,403251.9,1141.4,570,27041.21,0.61,392,1.00:2.28,,0.50:0.61,1.6
久遠流転の大典,花海+千岩,HP%+元素バフ+HP%,アルベド+トーマ+万葉,828841.9,403186.9,1035,570,42621.02,0.766,125,0.87:1.73,,0.62:0.35,1.6
久遠流転の大典,金メッキ4(同元素0),HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,828732.8,403133.8,1035,570,29470.81,0.766,542,0.87:1.73,,0.62:0.35,1.6
トゥライトゥーラの記憶,金メッキ4(同元素1),HP%+元素バフ+HP%,トーマ+鍾離+万葉,828725.4,403130.2,1286.84,570,34117.42,0.766,180,0.76:1.51,,0.51:0.57,1.6
古祠の瓏,しめ縄4,HP%+HP%+元素熟知,エミリエ+トーマ+万葉,828713.4,403124.4,1061.48,570,38976.62,0.3,227,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,しめ縄4,HP%+HP%+元素熟知,トーマ+白朮+万葉,828713.4,403124.4,1061.48,570,38976.62,0.3,227,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,しめ縄4,HP%+HP%+元素熟知,トーマ+万葉,828713.4,403124.4,1061.48,570,38976.62,0.3,227,0.83:1.66,,0.22:1.16,1.6
久遠流転の大典,黒曜の秘典4,元素熟知+元素バフ+元素熟知,アルベド+トーマ+万葉,828701.9,403118.8,1035,570,22394.6,0.916,499,1.00:2.13,,0.42:0.75,1.6
流浪完凸(期待値),花海+沈淪,HP%+元素バフ+会心率,アルベド+トーマ+万葉,828681.5,403108.8,1141.4,570,30078.21,1.076,205,0.94:1.88,,0.39:0.83,1.6
流浪完凸(期待値),花海+沈淪,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,828681.5,403108.8,1141.4,570,30078.21,1.076,205,0.94:1.88,,0.70:0.21,1.6
流浪完凸(期待値),花海+黒曜の秘典,HP%+元素バフ+会心率,アルベド+トーマ+万葉,828681.5,403108.8,1141.4,570,30078.21,1.076,205,0.94:1.88,,0.39:0.83,1.6
流浪完凸(期待値),花海+黒曜の秘典,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,828681.5,403108.8,1141.4,570,30078.21,1.076,205,0.94:1.88,,0.70:0.21,1.6
流浪完凸(期待値),千岩+沈淪,HP%+元素バフ+会心率,アルベド+トーマ+万葉,828681.5,403108.8,1141.4,570,30078.21,1.076,205,0.94:1.88,,0.39:0.83,1.6
流浪完凸(期待値),千岩+沈淪,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,828681.5,403108.8,1141.4,570,30078.21,1.076,205,0.94:1.88,,0.70:0.21,1.6
流浪完凸(期待値),黒曜の秘典+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,828681.5,403108.8,1141.4,570,30078.21,1.076,205,0.94:1.88,,0.39:0.83,1.6
流浪完凸(期待値),黒曜の秘典+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,828681.5,403108.8,1141.4,570,30078.21,1.076,205,0.94:1.88,,0.70:0.21,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素バフ+会心率,アルベド+トーマ+鍾離,828617.5,403077.7,1003,570,33312.61,0.766,125,1.00:2.00,,0.05:1.50,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素バフ+会心ダメージ,アルベド+トーマ+鍾離,828617.5,403077.7,1003,570,33312.61,0.766,125,1.00:2.00,,0.36:0.88,1.6
古祠の瓏,しめ縄+沈淪,HP%+元素バフ+会心率,アルベド+トーマ+万葉,828559.5,403049.5,1061.48,570,31900.41,0.916,165,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,しめ縄+沈淪,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,828559.5,403049.5,1061.48,570,31900.41,0.916,165,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,しめ縄+黒曜の秘典,HP%+元素バフ+会心率,アルベド+トーマ+万葉,828559.5,403049.5,1061.48,570,31900.41,0.916,165,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,しめ縄+黒曜の秘典,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,828559.5,403049.5,1061.48,570,31900.41,0.916,165,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,火魔女+沈淪,HP%+元素バフ+会心率,アルベド+トーマ+万葉,828559.5,403049.5,947,570,31900.41,0.916,165,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,火魔女+沈淪,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,828559.5,403049.5,947,570,31900.41,0.916,165,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,火魔女+黒曜の秘典,HP%+元素バフ+会心率,アルベド+トーマ+万葉,828559.5,403049.5,947,570,31900.41,0.916,165,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,火魔女+黒曜の秘典,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,828559.5,403049.5,947,570,31900.41,0.916,165,0.99:1.97,,0.38:0.85,1.6
凛流の監視者,金メッキ4(同元素0),HP%+HP%+元素熟知,アルベド+トーマ+万葉,828472.2,403007,1303.96,570,34117.42,0.3,542,0.76:1.51,,0.29:1.01,1.6
ヤチュシェの環(完凸),金メッキ4(同元素0),HP%+元素バフ+HP%,トーマ+鍾離+万葉,828436.2,402989.5,1003,570,40388.82,0.766,230,0.65:1.29,,0.40:0.79,1.6
久遠流転の大典,金メッキ4(同元素1),HP%+元素バフ+HP%,トーマ+鍾離+万葉,828382.3,402963.3,1136.36,570,36547.02,0.766,180,0.87:1.73,,0.62:0.35,1.6
古祠の瓏,花海+千岩,HP%+元素バフ+会心率,トーマ+鍾離+万葉,828367.7,402956.2,947,570,37974.41,0.766,40,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,花海+千岩,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,828367.7,402956.2,947,570,37974.41,0.766,40,0.99:1.97,,0.38:0.85,1.6
久遠流転の大典,沈淪4,HP%+HP%+元素熟知,トーマ+鍾離+万葉,828239,402893.6,1035,570,36547.02,0.45,187,0.87:1.73,,0.62:0.35,1.6
凛流の監視者,楽団+金メッキ,HP%+HP%+HP%,アルベド+トーマ+万葉,828204.2,402876.7,1303.96,570,41193.63,0.3,285,0.76:1.51,,0.29:1.01,1.6
トゥライトゥーラの記憶,金メッキ4(同元素0),HP%+HP%+元素熟知,アルベド+トーマ+万葉,828180.1,402864.9,1167,570,34117.42,0.3,542,0.76:1.51,,0.51:0.57,1.6
凛流の監視者,花海+千岩,HP%+HP%+元素熟知,アルベド+トーマ+万葉,828065.3,402809.1,1303.96,570,40191.42,0.3,312,0.76:1.51,,0.29:1.01,1.6
トゥライトゥーラの記憶,楽団+金メッキ,HP%+HP%+HP%,アルベド+トーマ+万葉,827912.1,402734.6,1167,570,41193.63,0.3,285,0.76:1.51,,0.51:0.57,1.6
久遠流転の大典,花海+楽団,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,827821.3,402690.4,1035,570,32507.81,0.766,392,0.87:1.73,,0.62:0.35,1.6
久遠流転の大典,花海+金メッキ,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,827821.3,402690.4,1035,570,32507.81,0.766,392,0.87:1.73,,0.62:0.35,1.6
久遠流転の大典,楽団+千岩,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,827821.3,402690.4,1035,570,32507.81,0.766,392,0.87:1.73,,0.62:0.35,1.6
久遠流転の大典,金メッキ+千岩,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,827821.3,402690.4,1035,570,32507.81,0.766,392,0.87:1.73,,0.62:0.35,1.6
トゥライトゥーラの記憶,花海+千岩,HP%+HP%+元素熟知,アルベド+トーマ+万葉,827773.3,402667,1167,570,40191.42,0.3,312,0.76:1.51,,0.51:0.57,1.6
凛流の監視者,花海+沈淪,HP%+元素バフ+会心率,アルベド+トーマ+万葉,827538,402552.6,1303.96,570,30078.21,0.916,125,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,花海+沈淪,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,827538,402552.6,1303.96,570,30078.21,0.916,125,0.91:1.82,,0.45:0.70,1.6
凛流の監視者,花海+黒曜の秘典,HP%+元素バフ+会心率,アルベド+トーマ+万葉,827538,402552.6,1303.96,570,30078.21,0.916,125,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,花海+黒曜の秘典,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,827538,402552.6,1303.96,570,30078.21,0.916,125,0.91:1.82,,0.45:0.70,1.6
凛流の監視者,千岩+沈淪,HP%+元素バフ+会心率,アルベド+トーマ+万葉,827538,402552.6,1303.96,570,30078.21,0.916,125,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,千岩+沈淪,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,827538,402552.6,1303.96,570,30078.21,0.916,125,0.91:1.82,,0.45:0.70,1.6
凛流の監視者,黒曜の秘典+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,827538,402552.6,1303.96,570,30078.21,0.916,125,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,黒曜の秘典+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,827538,402552.6,1303.96,570,30078.21,0.916,125,0.91:1.82,,0.45:0.70,1.6
トゥライトゥーラの記憶,花海+沈淪,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,827254.7,402414.8,1167,570,30078.21,0.916,125,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,花海+黒曜の秘典,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,827254.7,402414.8,1167,570,30078.21,0.916,125,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,千岩+沈淪,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,827254.7,402414.8,1167,570,30078.21,0.916,125,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,黒曜の秘典+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,827254.7,402414.8,1167,570,30078.21,0.916,125,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,花海+沈淪,HP%+元素バフ+会心率,アルベド+トーマ+万葉,827254.6,402414.8,1167,570,30078.21,0.916,125,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,花海+黒曜の秘典,HP%+元素バフ+会心率,アルベド+トーマ+万葉,827254.6,402414.8,1167,570,30078.21,0.916,125,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,千岩+沈淪,HP%+元素バフ+会心率,アルベド+トーマ+万葉,827254.6,402414.8,1167,570,30078.21,0.916,125,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,黒曜の秘典+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,827254.6,402414.8,1167,570,30078.21,0.916,125,0.91:1.82,,0.36:0.88,1.6
凛流の監視者,花海+千岩,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,827165.8,402371.6,1303.96,570,26039,0.766,312,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,花海+千岩,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,827165.8,402371.6,1303.96,570,26039,0.766,312,0.91:1.82,,0.45:0.70,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+HP%+元素熟知,エミリエ+トーマ+万葉,827059.9,402320,1003,570,40388.82,0.45,187,0.85:1.69,,0.20:1.19,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+HP%+元素熟知,トーマ+白朮+万葉,827059.9,402320,1003,570,40388.82,0.45,187,0.85:1.69,,0.20:1.19,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+HP%+元素熟知,トーマ+万葉,827059.9,402320,1003,570,40388.82,0.45,187,0.85:1.69,,0.20:1.19,1.6
トゥライトゥーラの記憶,花海+千岩,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,826882.8,402233.8,1167,570,26039,0.766,312,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,花海+千岩,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,826882.7,402233.8,1167,570,26039,0.766,312,0.91:1.82,,0.36:0.88,1.6
ヤチュシェの環(完凸),楽団+金メッキ,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,826678.3,402134.4,1003,570,33312.61,0.766,285,0.80:1.60,,0.56:0.48,1.6
ヤチュシェの環(完凸),楽団+金メッキ,HP%+元素バフ+会心率,アルベド+トーマ+万葉,826678.2,402134.3,1003,570,33312.61,0.766,285,0.80:1.60,,0.25:1.10,1.6
古祠の瓏,金メッキ4(同元素0),HP%+HP%+HP%,トーマ+鍾離+万葉,826513.7,402054.3,947,570,46052.83,0.3,270,0.83:1.66,,0.22:1.16,1.6
久遠流転の大典,花海+千岩,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,826488.9,402042.3,1035,570,28468.6,0.766,312,1.00:2.04,,0.47:0.66,1.6
久遠流転の大典,花海+千岩,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,826488.9,402042.3,1035,570,28468.6,0.766,312,1.00:2.04,,0.78:0.04,1.6
古祠の瓏,しめ縄4,HP%+HP%+HP%,トーマ+鍾離+万葉,826224.6,401913.7,1061.48,570,46052.83,0.3,40,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,花海+千岩,元素熟知+元素バフ+元素熟知,トーマ+鍾離+万葉,826221.4,401912.2,947,570,30898.2,0.766,414,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,黒曜の秘典4,HP%+HP%+会心率,アルベド+トーマ+万葉,825996.6,401802.8,947,570,38976.62,0.45,165,1.00:2.10,,0.00:1.60,1.6
久遠流転の大典,黒曜の秘典4,元素熟知+元素バフ+元素熟知,トーマ+鍾離+万葉,825628,401623.5,1035,570,22394.6,0.916,374,1.00:2.13,,0.42:0.75,1.6
古祠の瓏,楽団+沈淪,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,825378.8,401502.3,947,570,24824.2,0.916,432,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,楽団+沈淪,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,825378.8,401502.3,947,570,24824.2,0.916,432,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,楽団+黒曜の秘典,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,825378.8,401502.3,947,570,24824.2,0.916,432,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,楽団+黒曜の秘典,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,825378.8,401502.3,947,570,24824.2,0.916,432,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,金メッキ+沈淪,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,825378.8,401502.3,947,570,24824.2,0.916,432,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,金メッキ+沈淪,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,825378.8,401502.3,947,570,24824.2,0.916,432,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,金メッキ+黒曜の秘典,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,825378.8,401502.3,947,570,24824.2,0.916,432,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,金メッキ+黒曜の秘典,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,825378.8,401502.3,947,570,24824.2,0.916,432,0.99:1.97,,0.38:0.85,1.6
流浪完凸(期待値),花海+沈淪,HP%+元素バフ+HP%,アルベド+トーマ+万葉,825213.4,401421.8,1141.4,570,37154.42,1.076,205,0.78:1.57,,0.54:0.52,1.6
流浪完凸(期待値),花海+黒曜の秘典,HP%+元素バフ+HP%,アルベド+トーマ+万葉,825213.4,401421.8,1141.4,570,37154.42,1.076,205,0.78:1.57,,0.54:0.52,1.6
流浪完凸(期待値),千岩+沈淪,HP%+元素バフ+HP%,アルベド+トーマ+万葉,825213.4,401421.8,1141.4,570,37154.42,1.076,205,0.78:1.57,,0.54:0.52,1.6
流浪完凸(期待値),黒曜の秘典+千岩,HP%+元素バフ+HP%,アルベド+トーマ+万葉,825213.4,401421.8,1141.4,570,37154.42,1.076,205,0.78:1.57,,0.54:0.52,1.6
凛流の監視者,花海+沈淪,HP%+HP%+元素熟知,アルベド+トーマ+万葉,824988.1,401312.2,1303.96,570,37154.42,0.45,312,0.76:1.51,,0.29:1.01,1.6
凛流の監視者,花海+黒曜の秘典,HP%+HP%+元素熟知,アルベド+トーマ+万葉,824988.1,401312.2,1303.96,570,37154.42,0.45,312,0.76:1.51,,0.29:1.01,1.6
凛流の監視者,千岩+沈淪,HP%+HP%+元素熟知,アルベド+トーマ+万葉,824988.1,401312.2,1303.96,570,37154.42,0.45,312,0.76:1.51,,0.29:1.01,1.6
凛流の監視者,黒曜の秘典+千岩,HP%+HP%+元素熟知,アルベド+トーマ+万葉,824988.1,401312.2,1303.96,570,37154.42,0.45,312,0.76:1.51,,0.29:1.01,1.6
流浪完凸(期待値),しめ縄4,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,824741.4,401192.2,1265.96,570,27041.21,0.926,392,0.78:1.57,,0.54:0.52,1.6
トゥライトゥーラの記憶,花海+沈淪,HP%+HP%+元素熟知,アルベド+トーマ+万葉,824697.2,401170.7,1167,570,37154.42,0.45,312,0.76:1.51,,0.51:0.57,1.6
トゥライトゥーラの記憶,花海+黒曜の秘典,HP%+HP%+元素熟知,アルベド+トーマ+万葉,824697.2,401170.7,1167,570,37154.42,0.45,312,0.76:1.51,,0.51:0.57,1.6
トゥライトゥーラの記憶,千岩+沈淪,HP%+HP%+元素熟知,アルベド+トーマ+万葉,824697.2,401170.7,1167,570,37154.42,0.45,312,0.76:1.51,,0.51:0.57,1.6
トゥライトゥーラの記憶,黒曜の秘典+千岩,HP%+HP%+元素熟知,アルベド+トーマ+万葉,824697.2,401170.7,1167,570,37154.42,0.45,312,0.76:1.51,,0.51:0.57,1.6
ヤチュシェの環(完凸),黒曜の秘典4,元素熟知+元素バフ+会心率,エミリエ+トーマ+万葉,824598.4,401122.6,1003,570,26236.4,0.916,187,1.00:2.00,,0.05:1.50,1.6
ヤチュシェの環(完凸),黒曜の秘典4,元素熟知+元素バフ+会心ダメージ,エミリエ+トーマ+万葉,824598.4,401122.6,1003,570,26236.4,0.916,187,1.00:2.00,,0.36:0.88,1.6
ヤチュシェの環(完凸),黒曜の秘典4,元素熟知+元素バフ+会心率,トーマ+白朮+万葉,824598.4,401122.6,1003,570,26236.4,0.916,187,1.00:2.00,,0.05:1.50,1.6
ヤチュシェの環(完凸),黒曜の秘典4,元素熟知+元素バフ+会心ダメージ,トーマ+白朮+万葉,824598.4,401122.6,1003,570,26236.4,0.916,187,1.00:2.00,,0.36:0.88,1.6
ヤチュシェの環(完凸),黒曜の秘典4,元素熟知+元素バフ+会心率,トーマ+万葉,824598.4,401122.6,1003,570,26236.4,0.916,187,1.00:2.00,,0.05:1.50,1.6
