武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,HP,バフ,熟知,率ダメ
葦海の標,金メッキ+雷,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,金メッキ+雷,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽園+劇団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽園+劇団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽園+砂上,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽園+砂上,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽園+深林,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽園+深林,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽園+千岩,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,22136.88,1.216,80,0.92:1.84
葦海の標,楽園+千岩,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,22136.88,1.216,80,0.92:1.84
葦海の標,楽園+沈淪,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽園+沈淪,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽園+氷風,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽園+氷風,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽園+悠久,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽園+悠久,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽園+雷,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
葦海の標,楽園+雷,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99474.82,3239.9,19853.08,1.216,80,0.92:1.84
赤角石塵滅砕,金メッキ4(同元素1),元チャ+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99456.09,3262.624,16199,0.75,180,0.98:1.95
赤角石塵滅砕,金メッキ4(同元素1),元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99456.09,3262.624,16199,0.75,180,0.98:1.95
葦海の標,金メッキ4(同元素1),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲+鍾離,99449.27,2112.8,19853.08,1.216,367,0.77:1.53
末路,ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99429.52,3509.26,16199,1.216,187,0.78:1.56
螭龍の剣(完凸),楽団+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+鍾離,99415.41,1480.28,16199,1.25,347,0.89:1.79
螭龍の剣(完凸),楽団+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+鍾離,99415.41,1480.28,16199,1.25,347,0.89:1.79
螭龍の剣(完凸),楽園+楽団,元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+鍾離,99415.41,1480.28,16199,1.25,347,0.89:1.79
螭龍の剣(完凸),楽園+楽団,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+鍾離,99415.41,1480.28,16199,1.25,347,0.89:1.79
螭龍の剣(完凸),楽園+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+鍾離,99415.41,1480.28,16199,1.25,347,0.89:1.79
螭龍の剣(完凸),楽園+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+鍾離,99415.41,1480.28,16199,1.25,347,0.89:1.79
雨裁,ファントム4,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+鍾離,99404.38,1480.28,16199,1.576,165,0.94:1.87
雨裁,ファントム4,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+鍾離,99404.38,1480.28,16199,1.576,165,0.94:1.87
葦海の標,火魔女4(1),元チャ+元素熟知+元素熟知,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),99400.69,2167.4,22707.83,1.165,474,0.77:1.53
雨裁,ファントム+楽団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,ファントム+楽団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,ファントム+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,ファントム+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,ファントム+楽園,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,ファントム+楽園,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,花海+楽団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,18482.8,1.576,245,0.76:1.51
雨裁,花海+楽団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,18482.8,1.576,245,0.76:1.51
雨裁,花海+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,18482.8,1.576,245,0.76:1.51
雨裁,花海+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,18482.8,1.576,245,0.76:1.51
雨裁,花海+楽園,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,18482.8,1.576,245,0.76:1.51
雨裁,花海+楽園,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,18482.8,1.576,245,0.76:1.51
雨裁,華館+楽団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,華館+楽団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,華館+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,華館+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,華館+楽園,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,華館+楽園,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,楽団+劇団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,楽団+劇団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,楽団+砂上,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,楽団+砂上,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,楽団+深林,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,楽団+深林,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,楽団+千岩,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,18482.8,1.576,245,0.76:1.51
雨裁,楽団+千岩,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,18482.8,1.576,245,0.76:1.51
雨裁,楽団+沈淪,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,楽団+沈淪,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,楽団+氷風,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,楽団+氷風,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,楽団+悠久,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,楽団+悠久,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,楽団+雷,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,楽団+雷,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,金メッキ+劇団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,金メッキ+劇団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,金メッキ+砂上,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,金メッキ+砂上,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,金メッキ+深林,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,金メッキ+深林,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,金メッキ+千岩,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,18482.8,1.576,245,0.76:1.51
雨裁,金メッキ+千岩,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,18482.8,1.576,245,0.76:1.51
雨裁,金メッキ+沈淪,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,金メッキ+沈淪,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,金メッキ+氷風,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,金メッキ+氷風,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,金メッキ+悠久,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,金メッキ+悠久,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,金メッキ+雷,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,金メッキ+雷,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,楽園+劇団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,楽園+劇団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,楽園+砂上,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
雨裁,楽園+砂上,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99394.5,2690.68,16199,1.576,245,0.76:1.51
